name,taxid,status,rank_info,lineage
TOBG_SAT-84,0,nomatch,,
TOBG_MED-584,0,nomatch,,
TOBG_MED-881,0,nomatch,,
TOBG_SP-30,0,nomatch,,
TOBG_SP-21,0,nomatch,,
TOBG_SP-4246,0,nomatch,,
TOBG_SP-2989,0,nomatch,,
TOBG_NAT-148,0,nomatch,,
TOBG_SP-320,0,nomatch,,
TOBG_IN-922,0,found,species,Bacteria;Proteobacteria;Pseudomonadales;Gammaproteobacteria;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri
TOBG_ARS-36,0,nomatch,,
TOBG_IN-1093,0,nomatch,,
TOBG_MED-773,0,nomatch,,
TOBG_SP-27,0,nomatch,,
TOBG_NAT-196,0,nomatch,,
TOBG_SAT-1328,0,nomatch,,
TOBG_RS-665,0,nomatch,,
TOBG_MED-695,0,nomatch,,
TOBG_EAC-89,0,nomatch,,
TOBG_RS-418,0,nomatch,,
TOBG_NAT-242,0,nomatch,,
TOBG_CPC-49,0,found,genus,Bacteria;Proteobacteria;Sphingomonadales;Alphaproteobacteria;Erythrobacteraceae;Erythrobacter
TOBG_SP-3027,0,nomatch,,
TOBG_SP-3093,0,nomatch,,
TOBG_MED-850,0,nomatch,,
TOBG_ARS-1021,0,nomatch,,
TOBG_CPC-89,0,nomatch,,
TOBG_SAT-8,0,disagree,species,
TOBG_NP-83,0,nomatch,,
TOBG_EAC-112,0,disagree,species,
TOBG_SAT-79,0,nomatch,,
TOBG_EAC-642,0,found,species,Bacteria;Proteobacteria;Gammaproteobacteria;gamma proteobacterium SCGC AAA300-D14
TOBG_NP-112,0,found,species,Archaea;Euryarchaeota;Marine Group III euryarchaeote SCGC AAA288-E19
TOBG_NAT-151,0,nomatch,,
TOBG_CPC-295,0,found,species,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 cluster bacterium JCVI-SC AAA005
TOBG_EAC-709,0,found,species,Bacteria;Actinobacteria;Micrococcales;Actinobacteria;Microbacteriaceae;Microbacteriaceae bacterium
TOBG_MED-1247,0,nomatch,,
TOBG_SP-3045,0,nomatch,,
TOBG_SP-3049,0,nomatch,,
TOBG_NP-53,0,nomatch,,
TOBG_SAT-125,0,found,species,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 cluster bacterium SCGC AB-629-J17
TOBG_SP-4170,0,nomatch,,
TOBG_MED-627,0,nomatch,,
TOBG_SAT-12,0,nomatch,,
TOBG_SP-174,0,nomatch,,
TOBG_SP-314,0,nomatch,,
TOBG_SAT-1401,0,nomatch,,
TOBG_NAT-228,0,nomatch,,
TOBG_MED-1269,0,nomatch,,
TOBG_CPC-1446,0,nomatch,,
TOBG_MED-611,0,nomatch,,
TOBG_IN-912,0,nomatch,,
TOBG_SP-79,0,nomatch,,
TOBG_MED-733,0,nomatch,,
TOBG_NP-97,0,nomatch,,
TOBG_MED-593,0,nomatch,,
TOBG_NAT-187,0,nomatch,,
TOBG_SP-249,0,nomatch,,
TOBG_NP-135,0,nomatch,,
TOBG_MED-765,0,nomatch,,
TOBG_NAT-66,0,nomatch,,
TOBG_MED-676,0,nomatch,,
TOBG_NAT-93,0,nomatch,,
TOBG_NP-972,0,nomatch,,
TOBG_SAT-77,0,nomatch,,
TOBG_SP-352,0,nomatch,,
TOBG_MED-681,0,found,species,Bacteria;Proteobacteria;Alteromonadales;Gammaproteobacteria;Alteromonadaceae;Alteromonas;Alteromonas sp. RW2A1
TOBG_SAT-159,0,nomatch,,
TOBG_MED-862,0,nomatch,,
TOBG_ARS-105,0,nomatch,,
TOBG_NAT-26,0,nomatch,,
TOBG_SAT-199,0,nomatch,,
TOBG_MED-581,0,nomatch,,
TOBG_NP-36,0,nomatch,,
TOBG_EAC-16,0,disagree,species,
TOBG_MED-679,0,nomatch,,
TOBG_SAT-89,0,nomatch,,
TOBG_SP-348,0,nomatch,,
TOBG_CPC-310,0,nomatch,,
TOBG_SP-308,0,nomatch,,
TOBG_NP-1256,0,nomatch,,
TOBG_MED-749,0,nomatch,,
TOBG_SP-36,0,disagree,species,
TOBG_SAT-27,0,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_SP-229,0,nomatch,,
TOBG_SP-237,0,nomatch,,
TOBG_SP-11,0,found,species,Bacteria;Bacteroidetes;Flavobacteriales;Flavobacteriia;Flavobacteriaceae;Muricauda;Muricauda lutaonensis
TOBG_RS-400,0,nomatch,,
TOBG_SP-486,0,nomatch,,
TOBG_SP-2970,0,nomatch,,
TOBG_SAT-1347,0,nomatch,,
TOBG_IN-12,0,found,species,Bacteria;Proteobacteria;Thiotrichales;Gammaproteobacteria;Piscirickettsiaceae;Methylophaga;Methylophaga nitratireducenticrescens
TOBG_SP-25,0,nomatch,,
TOBG_SP-3091,0,nomatch,,
TOBG_NP-1271,0,nomatch,,
TOBG_NP-134,0,nomatch,,
TOBG_RS-384,0,nomatch,,
TOBG_RS-378,0,nomatch,,
TOBG_NAT-284,0,found,species,Bacteria;Actinobacteria;Actinobacteria;marine actinobacterium MedAcidi-G3
TOBG_SAT-71,0,nomatch,,
TOBG_SP-4251,0,nomatch,,
TOBG_ARS-1434,0,nomatch,,
TOBG_RS-362,0,nomatch,,
TOBG_IN-11,0,disagree,species,
TOBG_IN-7,0,nomatch,,
TOBG_EAC-2087,0,nomatch,,
TOBG_SP-3982,0,nomatch,,
TOBG_NP-17,0,nomatch,,
TOBG_SP-3067,0,nomatch,,
TOBG_EAC-659,0,nomatch,,
TOBG_SAT-2963,0,nomatch,,
TOBG_NP-942,0,nomatch,,
TOBG_EAC-657,0,nomatch,,
TOBG_IN-919,0,nomatch,,
TOBG_SP-330,0,nomatch,,
TOBG_RS-428,0,nomatch,,
TOBG_CPC-324,0,found,species,Bacteria;Verrucomicrobia;Verrucomicrobia bacterium SCGC AAA164-O14
TOBG_EAC-63,0,found,species,Bacteria;Bacteroidetes;Cytophagales;Cytophagia;Cyclobacteriaceae;Algoriphagus;Algoriphagus ornithinivorans
TOBG_SP-3025,0,nomatch,,
TOBG_CPC-21,0,found,species,Bacteria;Proteobacteria;Rhodospirillales;Alphaproteobacteria;Rhodospirillaceae;Tistrella;Tistrella mobilis
TOBG_SP-4189,0,nomatch,,
TOBG_ARS-59,0,nomatch,,
TOBG_SP-3059,0,nomatch,,
TOBG_NAT-282,0,found,species,Bacteria;Bacteroidetes;Flavobacteriales;Flavobacteriia;Flavobacteriaceae;Leeuwenhoekiella;Leeuwenhoekiella palythoae
TOBG_RS-426,0,nomatch,,
TOBG_SAT-41,0,nomatch,,
TOBG_SP-3070,0,nomatch,,
TOBG_RS-392,0,disagree,species,
TOBG_NP-143,0,found,species,Bacteria;Proteobacteria;Alteromonadales;Gammaproteobacteria;Alteromonadaceae;Marinobacter;Marinobacter sp. tcs-11
TOBG_SP-3006,0,nomatch,,
TOBG_SP-197,0,nomatch,,
TOBG_RS-825,0,nomatch,,
TOBG_NAT-266,0,nomatch,,
TOBG_EAC-10,0,nomatch,,
TOBG_SP-3082,0,nomatch,,
TOBG_NP-11,0,disagree,species,
TOBG_MED-629,0,nomatch,,
TOBG_NP-996,0,nomatch,,
TOBG_SP-3023,0,nomatch,,
TOBG_CPC-32,0,nomatch,,
TOBG_MED-583,0,nomatch,,
TOBG_NP-42,0,found,species,Bacteria;Proteobacteria;Alteromonadales;Gammaproteobacteria;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas shioyasakiensis
TOBG_MED-610,0,found,species,Bacteria;Proteobacteria;Alteromonadales;Gammaproteobacteria;Alteromonadaceae;Alteromonas;Alteromonas lipolytica
TOBG_NP-1466,0,nomatch,,
TOBG_MED-855,0,nomatch,,
TOBG_CPC-35,0,nomatch,,
TOBG_SAT-2766,0,nomatch,,
TOBG_NAT-261,0,nomatch,,
TOBG_SP-4275,0,nomatch,,
TOBG_MED-932,0,nomatch,,
TOBG_RS-353,0,nomatch,,
TOBG_SAT-2981,0,nomatch,,
TOBG_ARS-1386,0,nomatch,,
TOBG_SAT-180,0,nomatch,,
TOBG_SP-241,0,nomatch,,
TOBG_NP-62,0,found,species,Bacteria;Bacteroidetes;Flavobacteriales;Flavobacteriia;Flavobacteriaceae;Leeuwenhoekiella;Leeuwenhoekiella blandensis
TOBG_SP-220,0,nomatch,,
TOBG_MED-691,0,nomatch,,
TOBG_RS-420,0,nomatch,,
TOBG_RS-346,0,nomatch,,
TOBG_SP-230,0,nomatch,,
TOBG_IN-25,0,found,species,Bacteria;Actinobacteria;Micrococcales;Actinobacteria;Microbacteriaceae;Microbacterium;Microbacterium ginsengisoli
TOBG_CPC-19,0,found,family,Bacteria;Proteobacteria;Rhodobacterales;Alphaproteobacteria;Rhodobacteraceae
TOBG_RS-352,0,nomatch,,
TOBG_NP-1285,0,nomatch,,
TOBG_NP-110,0,nomatch,,
TOBG_NP-1472,0,nomatch,,
TOBG_SP-247,0,nomatch,,
TOBG_SAT-62,0,disagree,species,
TOBG_EAC-61,0,found,genus,Bacteria;Proteobacteria;Rhizobiales;Alphaproteobacteria;Hyphomicrobiaceae;Pelagibacterium
TOBG_EAC-31,0,disagree,species,
TOBG_ARS-90,0,nomatch,,
TOBG_ARS-1024,0,found,species,Bacteria;Proteobacteria;Alteromonadales;Gammaproteobacteria;Alteromonadaceae;Aestuariibacter;Aestuariibacter aggregatus
TOBG_CPC-69,0,nomatch,,
TOBG_NAT-94,0,nomatch,,
TOBG_IN-926,0,nomatch,,
TOBG_EAC-122,0,found,species,Bacteria;Candidatus Marinimicrobia;Marinimicrobia bacterium SCGC AB-629-J13
TOBG_SAT-2610,0,nomatch,,
TOBG_ARS-121,0,found,genus,Bacteria;Proteobacteria;Sphingomonadales;Alphaproteobacteria;Erythrobacteraceae;Erythrobacter
TOBG_NAT-243,0,nomatch,,
TOBG_IN-36,0,found,species,Bacteria;Proteobacteria;Alteromonadales;Gammaproteobacteria;Idiomarinaceae;Idiomarina;Idiomarina abyssalis
TOBG_SP-149,0,nomatch,,
TOBG_SP-26,0,found,species,Bacteria;Proteobacteria;Rhodobacterales;Alphaproteobacteria;Rhodobacteraceae;Sulfitobacter;Sulfitobacter sp. HI0054
TOBG_SP-216,0,nomatch,,
TOBG_NP-139,0,nomatch,,
TOBG_MED-870,0,nomatch,,
TOBG_NP-89,0,found,species,Bacteria;Bacteroidetes;Flavobacteriales;Flavobacteriia;Flavobacteriales bacterium BRH_c54
TOBG_SAT-1289,0,nomatch,,
TOBG_SP-4154,0,nomatch,,
TOBG_SP-130,0,nomatch,,
TOBG_EAC-641,0,found,family,Bacteria;Proteobacteria;Rhodobacterales;Alphaproteobacteria;Rhodobacteraceae
TOBG_NP-46,0,found,species,Bacteria;Proteobacteria;Alteromonadales;Gammaproteobacteria;Alteromonadaceae;Alteromonas;Alteromonas macleodii
TOBG_NAT-14,0,nomatch,,
TOBG_ARS-53,0,nomatch,,
TOBG_NP-55,0,nomatch,,
TOBG_SAT-54,0,found,family,Bacteria;Proteobacteria;Rhodobacterales;Alphaproteobacteria;Rhodobacteraceae
TOBG_MED-786,0,nomatch,,
TOBG_EAC-13,0,nomatch,,
TOBG_SP-309,0,nomatch,,
TOBG_EAC-69,0,nomatch,,
TOBG_ARS-733,0,disagree,species,
TOBG_SAT-2787,0,nomatch,,
TOBG_SP-154,0,nomatch,,
TOBG_SAT-1451,0,nomatch,,
TOBG_EAC-2047,0,nomatch,,
TOBG_SP-202,0,nomatch,,
TOBG_SP-118,0,disagree,species,
TOBG_RS-350,0,nomatch,,
TOBG_NP-1044,0,nomatch,,
TOBG_NAT-207,0,nomatch,,
TOBG_CPC-76,0,nomatch,,
TOBG_NP-38,0,nomatch,,
TOBG_NP-945,0,nomatch,,
TOBG_SAT-1553,0,nomatch,,
TOBG_NP-56,0,nomatch,,
TOBG_RS-360,0,nomatch,,
TOBG_NP-137,0,nomatch,,
TOBG_MED-592,0,found,species,Bacteria;Proteobacteria;Alteromonadales;Gammaproteobacteria;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas agarivorans
TOBG_NAT-73,0,nomatch,,
TOBG_MED-883,0,nomatch,,
TOBG_SP-2977,0,nomatch,,
TOBG_CPC-25,0,found,species,Bacteria;Proteobacteria;Rhodobacterales;Alphaproteobacteria;Hyphomonadaceae;Maricaulis;Maricaulis maris
TOBG_SP-346,0,nomatch,,
TOBG_SAT-1358,0,nomatch,,
TOBG_RS-430,0,nomatch,,
TOBG_NAT-254,0,nomatch,,
TOBG_NP-6,0,disagree,species,
TOBG_NP-935,0,nomatch,,
TOBG_MED-928,0,nomatch,,
TOBG_SP-69,0,nomatch,,
TOBG_SP-128,0,nomatch,,
TOBG_IN-29,0,found,species,Bacteria;Proteobacteria;Cellvibrionales;Gammaproteobacteria;Spongiibacteraceae;Spongiibacter;Spongiibacter marinus
TOBG_SAT-150,0,nomatch,,
TOBG_EAC-100,0,nomatch,,
TOBG_SP-212,0,nomatch,,
TOBG_SAT-1488,0,nomatch,,
TOBG_MED-633,0,disagree,species,
TOBG_NAT-139,0,nomatch,,
TOBG_MED-879,0,nomatch,,
TOBG_SAT-161,0,nomatch,,
TOBG_RS-461,0,found,species,Bacteria;Proteobacteria;Rhodobacterales;Alphaproteobacteria;Rhodobacteraceae;Rhodobacteraceae bacterium REDSEA-S02_B3
TOBG_SP-2986,0,nomatch,,
TOBG_ARS-29,0,nomatch,,
TOBG_CPC-1357,0,found,species,Bacteria;Bacteroidetes;Flavobacteriales;Flavobacteriia;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. SCGC AAA160-P02
TOBG_MED-714,0,nomatch,,
TOBG_SP-18,0,nomatch,,
TOBG_IN-32,0,found,species,Bacteria;Proteobacteria;Alteromonadales;Gammaproteobacteria;Alteromonadaceae;Alteromonas;Alteromonas macleodii
TOBG_SAT-2910,0,nomatch,,
TOBG_SAT-2998,0,nomatch,,
TOBG_SAT-172,0,nomatch,,
TOBG_SAT-2804,0,nomatch,,
TOBG_IN-48,0,nomatch,,
TOBG_RS-356,0,nomatch,,
TOBG_MED-713,0,nomatch,,
TOBG_ARS-1028,0,found,species,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria bacterium REDSEA-S12_B4
TOBG_ARS-1419,0,nomatch,,
TOBG_RS-448,0,found,class,Bacteria;Proteobacteria;Sphingomonadales;Alphaproteobacteria
TOBG_NAT-64,0,disagree,species,
TOBG_SP-193,0,nomatch,,
TOBG_EAC-30,0,nomatch,,
TOBG_ARS-1004,0,nomatch,,
TOBG_SP-51,0,nomatch,,
TOBG_SAT-1391,0,nomatch,,
TOBG_ARS-46,0,nomatch,,
TOBG_SAT-166,0,nomatch,,
TOBG_ARS-76,0,nomatch,,
TOBG_RS-385,0,nomatch,,
TOBG_ARS-55,0,nomatch,,
TOBG_MED-766,0,nomatch,,
TOBG_SAT-1567,0,nomatch,,
TOBG_MED-943,0,nomatch,,
TOBG_SAT-13,0,nomatch,,
TOBG_RS-445,0,nomatch,,
TOBG_MED-752,0,nomatch,,
TOBG_NAT-209,0,found,class,Bacteria;Proteobacteria;Sphingomonadales;Alphaproteobacteria
TOBG_NAT-52,0,nomatch,,
TOBG_MED-649,0,nomatch,,
TOBG_ARS-70,0,nomatch,,
TOBG_NAT-276,0,found,species,Bacteria;Proteobacteria;Salinisphaerales;Gammaproteobacteria;Salinisphaeraceae;Salinisphaera;Salinisphaera shabanensis
TOBG_NAT-223,0,nomatch,,
TOBG_IN-26,0,found,species,Bacteria;Proteobacteria;Alphaproteobacteria;alpha proteobacterium RS24
TOBG_SP-343,0,nomatch,,
