name,taxid,status,rank_info,lineage
TOBG_SAT-1332,367771,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinovum
TOBG_MED-693,1117,found,phylum,Bacteria;Cyanobacteria
TOBG_SP-75,153265,found,genus,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita
TOBG_SAT-2,31989,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
TOBG_MED-731,1224,found,phylum,Bacteria;Proteobacteria
TOBG_NAT-535,28211,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_NP-153,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SAT-153,1937959,found,class,Bacteria;Bacteroidetes;Saprospiria
TOBG_CPC-37,53246,found,genus,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
TOBG_RS-406,28890,found,phylum,Archaea;Euryarchaeota
TOBG_SAT-168,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_SP-307,0,nomatch,,
TOBG_EAC-678,2745,found,genus,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
TOBG_NP-990,2,disagree,superkingdom,Bacteria
TOBG_NAT-249,1117,found,phylum,Bacteria;Cyanobacteria
TOBG_SAT-77,117743,found,class,Bacteria;Bacteroidetes;Flavobacteriia
TOBG_NP-143,2742,found,genus,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter
TOBG_EAC-115,28890,found,phylum,Archaea;Euryarchaeota
TOBG_SAT-120,200667,found,family,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae
TOBG_SAT-207,0,nomatch,,
TOBG_NP-91,153265,found,genus,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita
TOBG_CPC-38,152161,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Stappia
TOBG_SAT-181,0,nomatch,,
TOBG_EAC-98,1295327,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus
TOBG_SAT-2619,0,nomatch,,
TOBG_ARS-1025,1889002,found,species,Archaea;Euryarchaeota;Marine Group III euryarchaeote CG-Bathy2
TOBG_SAT-2989,0,nomatch,,
TOBG_RS-376,1032526,found,genus,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera
TOBG_MED-610,72275,found,family,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae
TOBG_CPC-95,59753,found,genus,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax
TOBG_SP-320,0,nomatch,,
TOBG_IN-48,414999,found,class,Bacteria;Verrucomicrobia;Opitutae
TOBG_SAT-2823,2,disagree,superkingdom,Bacteria
TOBG_RS-648,200795,found,phylum,Bacteria;Chloroflexi
TOBG_SAT-13,0,nomatch,,
TOBG_SP-56,1738654,found,family,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Woeseiaceae
TOBG_EAC-43,976,disagree,phylum,Bacteria;Bacteroidetes
TOBG_MED-877,0,nomatch,,
TOBG_SP-281,84994,found,family,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
TOBG_MED-800,31989,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
TOBG_MED-1153,1655514,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
TOBG_SAT-188,200795,found,phylum,Bacteria;Chloroflexi
TOBG_MED-846,0,nomatch,,
TOBG_MED-883,1224,found,phylum,Bacteria;Proteobacteria
TOBG_CPC-57,33882,found,genus,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium
TOBG_NAT-85,89373,found,family,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae
TOBG_EAC-84,200795,found,phylum,Bacteria;Chloroflexi
TOBG_ARS-1434,0,nomatch,,
TOBG_NAT-265,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_MED-819,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_ARS-30,1760,found,class,Bacteria;Actinobacteria;Actinobacteria
TOBG_NAT-126,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_RS-446,1692041,found,family,Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae
TOBG_NAT-238,0,nomatch,,
TOBG_NP-85,0,nomatch,,
TOBG_MED-582,1224,found,phylum,Bacteria;Proteobacteria
TOBG_EAC-37,589873,found,species,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas australica
TOBG_SAT-1333,84994,found,family,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
TOBG_SP-3105,0,nomatch,,
TOBG_RS-344,1117,found,phylum,Bacteria;Cyanobacteria
TOBG_ARS-108,2157,found,superkingdom,Archaea
TOBG_SP-12,1032526,found,genus,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera
TOBG_SP-94,28211,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_NP-128,0,nomatch,,
TOBG_IN-1093,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_IN-20,72173,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium
TOBG_IN-27,74317,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Maricaulis
TOBG_SP-4225,0,nomatch,,
TOBG_NP-136,0,nomatch,,
TOBG_SP-3051,28890,found,phylum,Archaea;Euryarchaeota
TOBG_CPC-15,53246,found,genus,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
TOBG_SAT-217,135620,found,family,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
TOBG_EAC-1768,28890,found,phylum,Archaea;Euryarchaeota
TOBG_SAT-132,1853230,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae
TOBG_MED-608,0,nomatch,,
TOBG_NAT-267,0,nomatch,,
TOBG_SP-283,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_SAT-1416,1692041,found,family,Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae
TOBG_NAT-109,455358,found,genus,Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Balneola
TOBG_RS-380,41295,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TOBG_IN-961,0,nomatch,,
TOBG_ARS-117,0,nomatch,,
TOBG_NP-115,0,nomatch,,
TOBG_NAT-198,0,nomatch,,
TOBG_SP-291,1868329,found,genus,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Xanthomarina
TOBG_MED-641,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SAT-116,28890,found,phylum,Archaea;Euryarchaeota
TOBG_NAT-16,85,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Hyphomonas
TOBG_NP-23,414999,found,class,Bacteria;Verrucomicrobia;Opitutae
TOBG_RS-430,0,nomatch,,
TOBG_MED-880,41295,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TOBG_RS-353,117743,found,class,Bacteria;Bacteroidetes;Flavobacteriia
TOBG_EAC-4,111500,found,genus,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda
TOBG_EAC-71,28211,disagree,phylum,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_MED-669,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_MED-668,1917158,found,species,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas sp. RW2A1
TOBG_SP-95,117743,found,class,Bacteria;Bacteroidetes;Flavobacteriia
TOBG_SP-217,0,nomatch,,
TOBG_SP-3107,28890,found,phylum,Archaea;Euryarchaeota
TOBG_NAT-180,0,nomatch,,
TOBG_MED-195,1890426,disagree,genus,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae
TOBG_MED-658,1117,found,phylum,Bacteria;Cyanobacteria
TOBG_MED-821,0,nomatch,,
TOBG_NAT-82,285107,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava
TOBG_SAT-158,0,nomatch,,
TOBG_SP-46,0,nomatch,,
TOBG_SAT-27,274591,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Hoeflea
TOBG_NP-1071,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_NP-30,0,nomatch,,
TOBG_SP-3094,180541,found,genus,Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera
TOBG_CPC-316,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SP-276,0,nomatch,,
TOBG_NAT-271,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_EAC-17,634436,found,species,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;Aestuariibacter aggregatus
TOBG_MED-737,0,nomatch,,
TOBG_SAT-3048,0,nomatch,,
TOBG_SAT-24,0,nomatch,,
TOBG_SP-354,41295,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TOBG_SP-317,2,found,superkingdom,Bacteria
TOBG_SP-3983,28211,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_MED-602,0,nomatch,,
TOBG_NP-49,31989,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
TOBG_RS-375,28890,found,phylum,Archaea;Euryarchaeota
TOBG_SAT-2766,1840213,found,family,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Lentimicrobiaceae
TOBG_NAT-226,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_CPC-48,2742,found,genus,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter
TOBG_MED-726,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SAT-1308,168934,disagree,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira
TOBG_CPC-26,126,found,family,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
TOBG_NAT-48,31989,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
TOBG_MED-711,203494,found,class,Bacteria;Verrucomicrobia;Verrucomicrobiae
TOBG_SAT-224,1811624,found,species,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae bacterium REDSEA-S34_B6
TOBG_NP-78,414999,found,class,Bacteria;Verrucomicrobia;Opitutae
TOBG_SAT-1517,200795,found,phylum,Bacteria;Chloroflexi
TOBG_SAT-136,28211,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_SP-3119,0,nomatch,,
TOBG_SAT-37,34008,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum
TOBG_NP-139,292628,found,family,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae
TOBG_NP-964,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_EAC-86,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_NAT-166,117743,found,class,Bacteria;Bacteroidetes;Flavobacteriia
TOBG_NAT-114,0,nomatch,,
TOBG_NP-76,367771,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinovum
TOBG_SP-327,200795,found,phylum,Bacteria;Chloroflexi
TOBG_MED-694,28211,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_ARS-76,414999,found,class,Bacteria;Verrucomicrobia;Opitutae
TOBG_SAT-1487,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_MED-1105,0,nomatch,,
TOBG_RS-381,200795,found,phylum,Bacteria;Chloroflexi
TOBG_NAT-62,0,nomatch,,
TOBG_MED-833,1853230,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae
TOBG_SP-4206,0,nomatch,,
TOBG_SP-278,1763,found,genus,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium
TOBG_IN-1,316,found,species,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri
TOBG_CPC-55,0,nomatch,,
TOBG_SAT-40,1236,disagree,phylum,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_MED-617,28211,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_SP-2982,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SAT-190,28890,found,phylum,Archaea;Euryarchaeota
TOBG_RS-422,909942,disagree,genus,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_ARS-1019,0,nomatch,,
TOBG_NP-99,1649453,found,genus,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia
TOBG_SP-250,117743,found,class,Bacteria;Bacteroidetes;Flavobacteriia
TOBG_SP-41,0,nomatch,,
TOBG_MED-655,203494,found,class,Bacteria;Verrucomicrobia;Verrucomicrobiae
TOBG_NAT-258,1853230,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae
TOBG_SP-3069,1224,disagree,order,Bacteria;Proteobacteria
TOBG_SP-3016,0,nomatch,,
TOBG_NAT-52,0,nomatch,,
TOBG_NAT-333,117743,found,class,Bacteria;Bacteroidetes;Flavobacteriia
TOBG_SP-3065,126,found,family,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
TOBG_NP-52,1760,found,class,Bacteria;Actinobacteria;Actinobacteria
TOBG_SAT-228,200795,found,phylum,Bacteria;Chloroflexi
TOBG_SP-3042,28890,found,phylum,Archaea;Euryarchaeota
TOBG_RS-371,0,nomatch,,
TOBG_IN-922,316,found,species,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri
TOBG_MED-685,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_NP-966,84994,found,family,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
TOBG_NP-112,913336,found,species,Archaea;Euryarchaeota;Marine Group III euryarchaeote SCGC AAA288-E19
TOBG_NAT-209,361177,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter
TOBG_NAT-173,217510,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Fulvimarina
TOBG_SAT-167,0,nomatch,,
TOBG_SP-137,1224,found,phylum,Bacteria;Proteobacteria
TOBG_SP-76,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_SP-347,28216,found,class,Bacteria;Proteobacteria;Betaproteobacteria
TOBG_SP-174,28211,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_NP-1297,200795,found,phylum,Bacteria;Chloroflexi
TOBG_NAT-90,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_MED-823,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_NAT-75,59753,found,genus,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax
TOBG_SP-29,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_NAT-61,126,found,family,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
TOBG_SP-14,126,found,family,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
TOBG_EAC-685,28221,found,class,Bacteria;Proteobacteria;Deltaproteobacteria
TOBG_NP-50,1293497,found,phylum,Bacteria;Nitrospinae
TOBG_MED-600,0,nomatch,,
TOBG_MED-615,1706372,found,family,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae
TOBG_SAT-76,0,nomatch,,
TOBG_ARS-86,1853230,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae
TOBG_SP-233,0,nomatch,,
TOBG_NP-110,28890,found,phylum,Archaea;Euryarchaeota
TOBG_NAT-208,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SP-277,28890,found,phylum,Archaea;Euryarchaeota
TOBG_SAT-229,0,nomatch,,
TOBG_RS-441,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_SAT-1607,1224,found,phylum,Bacteria;Proteobacteria
TOBG_SAT-1464,57723,found,phylum,Bacteria;Acidobacteria
TOBG_NP-1496,0,nomatch,,
TOBG_CPC-53,1224,found,phylum,Bacteria;Proteobacteria
TOBG_ARS-60,28890,found,phylum,Archaea;Euryarchaeota
TOBG_ARS-1029,31989,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
TOBG_EAC-104,126,found,family,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
TOBG_NAT-634,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_SP-199,41295,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TOBG_RS-444,126,found,family,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
TOBG_ARS-29,1692041,found,family,Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae
TOBG_SAT-1384,2,found,superkingdom,Bacteria
TOBG_MED-928,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SP-4248,200795,found,phylum,Bacteria;Chloroflexi
TOBG_ARS-79,301297,found,class,Bacteria;Chloroflexi;Dehalococcoidia
TOBG_NAT-686,31989,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
TOBG_SAT-2751,0,nomatch,,
TOBG_RS-815,2,found,superkingdom,Bacteria
TOBG_ARS-15,0,nomatch,,
TOBG_SP-267,200795,found,phylum,Bacteria;Chloroflexi
TOBG_EAC-2047,1853230,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae
TOBG_EAC-57,1224,disagree,phylum,Bacteria;Proteobacteria
TOBG_SAT-1611,33882,found,genus,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium
TOBG_ARS-85,0,nomatch,,
TOBG_SP-6,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_EAC-110,203494,found,class,Bacteria;Verrucomicrobia;Verrucomicrobiae
TOBG_SP-160,84994,found,family,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
TOBG_RS-402,1853230,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae
TOBG_EAC-2087,31989,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
TOBG_MED-814,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SAT-91,200795,found,phylum,Bacteria;Chloroflexi
TOBG_SAT-220,200795,found,phylum,Bacteria;Chloroflexi
TOBG_CPC-322,126,found,family,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
TOBG_ARS-1333,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_IN-23,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_SP-287,1853230,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae
TOBG_NAT-250,1706374,found,family,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae
TOBG_NAT-101,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SAT-95,0,nomatch,,
TOBG_IN-1077,84994,found,family,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
TOBG_MED-720,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
TOBG_SAT-201,28211,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_SAT-2701,0,nomatch,,
TOBG_EAC-32,1853230,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae
TOBG_ARS-1032,41295,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TOBG_CPC-311,0,nomatch,,
TOBG_NAT-151,203494,found,class,Bacteria;Verrucomicrobia;Verrucomicrobiae
TOBG_MED-644,31989,found,family,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
TOBG_SP-4095,0,nomatch,,
TOBG_RS-433,28890,found,phylum,Archaea;Euryarchaeota
TOBG_NP-933,0,nomatch,,
TOBG_NAT-220,0,nomatch,,
TOBG_SAT-131,0,nomatch,,
TOBG_SAT-1551,219685,found,class,Bacteria;Gemmatimonadetes;Gemmatimonadetes
TOBG_CPC-34,455358,found,genus,Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Balneola
TOBG_SP-193,0,nomatch,,
TOBG_CPC-60,117743,found,class,Bacteria;Bacteroidetes;Flavobacteriia
TOBG_RS-367,72173,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium
TOBG_NAT-116,110932,found,genus,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia
TOBG_RS-399,126,found,family,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
TOBG_ARS-8,1313115,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetovibrio
TOBG_MED-649,49546,found,family,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TOBG_MED-601,265488,found,genus,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula
TOBG_SP-106,28211,found,class,Bacteria;Proteobacteria;Alphaproteobacteria
TOBG_SAT-1386,225421,found,genus,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanibulbus
TOBG_IN-12,40222,found,genus,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga
TOBG_RS-659,0,nomatch,,
TOBG_RS-824,0,nomatch,,
TOBG_SP-139,651137,found,phylum,Archaea;Thaumarchaeota
TOBG_RS-407,28890,found,phylum,Archaea;Euryarchaeota
TOBG_SAT-142,84994,found,family,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
TOBG_EAC-692,200795,found,phylum,Bacteria;Chloroflexi
TOBG_ARS-45,213483,found,family,Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae
TOBG_MED-871,1236,found,class,Bacteria;Proteobacteria;Gammaproteobacteria
